Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Value new (USD),Value used (USD),Launch date,Exit date
5004398-1,Gear,Playmats,2016,Friends Playmat,,,,,,,,,,,,,,0,0,0,,0,0,,,,
5004401-1,Duplo,,2016,Wildlife Puzzle,,3,,,,,,,,,,,,0,0,0,,0,0,4.8100,,,
5004403-1,Gear,Playmats,2016,Playmat,,,,,,,,,,,,,,0,0,0,,0,0,,,,
5004404-1,City,Police,2016,Police Chase,,37,,,,,,,,,,,,0,0,0,,0,0,2.6100,3.7100,,
5004406-1,Star Wars,Episode VII,2016,First Order General,1,4,,,,,,673419252614,,,,,,0,0,0,,0,0,5.9600,3.8700,,
5004408-1,Star Wars,Rebels,2016,Rebel A-wing Pilot,1,5,,,,0.01,,673419258364,,,,,,0,0,0,,0,0,6.4200,3.9700,,
5004409-1,Bionicle,Promotional,2016,Accessory pack,,5,,,,,,,,,,,,0,0,0,,0,0,24.9500,,,
5004419-1,Castle,Promotional,2016,Classic Knights Minifigure,1,47,,,,,,673419258371,,,,,,0,0,0,,0,0,26.2500,21.9000,,
5004420-1,Seasonal,Christmas,2016,Toy Soldier,,34,,,,,,673419260862,,,,,,0,0,0,,0,0,12.7600,6.6100,,
5004421-1,Collectable Minifigures,Combi-pack,2016,Musicians minifigure collection,4,17,,,,,,673419260879,,,,,,0,0,0,,0,0,14.1400,9.2800,,
5004422-1,Collectable Minifigures,Combi-pack,2016,Warriors minifigure collection,4,17,,,,,,673419260954,,,,,,0,0,0,,0,0,22.0500,10.5200,,
5004468-1,Seasonal,Easter,2016,Iconic Easter Minifigure,1,4,,,,,,673419252645,8.1,10.7,4.6,,,0,0,0,,0,0,5.8200,1.3200,,
5004538-1,Gear,Watches/Clocks,2016,Wonder Woman Minifigure Alarm Clock,,,24.99,,,29.99,5060286804087,,,,,,,0,0,0,,0,0,,,,
5004573-1,Collectable Minifigures,Combi-pack,2016,Athletes minifigure collection,4,20,,,,,,673419260961,,,,,,0,0,0,,0,0,15.8200,10.4600,,
5004574-1,Collectable Minifigures,Combi-pack,2016,Cops and Robbers minifigure collection,4,17,,,,,,673419260978,,,,,,0,0,0,,0,0,,,,
5004612-1,Gear,Watches/Clocks,2016,Lucy Wyldstyle Minifigure Link Watch,,,,24.99,24.99,,,,,,,,,0,0,0,,0,0,,,,
5004720-1,Gear,Video Games/PS Vita,2016,LEGO NINJAGO: Shadow of Ronin - PlayStation Vita,,,,29.99,39.99,,,,,,,,,0,0,0,,0,0,,,,
5004721-1,Gear,Video Games/3DS,2016,LEGO NINJAGO: Shadow of Ronin - Nintendo 3DS,,,,29.99,39.99,,,,,,,,,0,0,0,,0,0,,,,
5004797-1,Gear,Watches/Clocks,2016,The Joker Key Light,,,9.99,,,9.09,,,,,,,,0,0,0,,0,0,,,,
5004833-1,Education,,2016,WeDo 2.0 ReadyGo Classroom Packs,,,,,,,,,,,,,,0,0,0,,0,0,,,,
5004837-1,Education,,2016,WeDo 2.0 YouCreate Classroom Packs,,,,,,,,,,,,,,0,0,0,,0,0,,,,
5004838-1,Education,,2016,WeDo 2.0 Add-On Power Pack,,2,,,,,,,,,,,,0,0,0,,0,0,,,,
5005011-1,Gear,Watches/Clocks,2016,Anakin Skywalker Minifigure Watch,,,19.99,,,17.49,,,,,,,,0,0,0,,0,0,,,,
5005015-1,Gear,Watches/Clocks,2016,Classic Minifigure Link Watch,,,19.99,,,17.49,,,,,,,,0,0,0,,0,0,,,,
5005017-1,Gear,Watches/Clocks,2016,Yoda Minifigure Watch,,,24.99,,,29.99,,,,,,,,0,0,0,,0,0,,,,
5005018-1,Gear,Watches/Clocks,2016,Luke Skywalker Watch,,,19.99,,,17.49,,,,,,,,0,0,0,,0,0,,,,
5005020-1,Gear,Storage,2016,4 stud Black Storage Brick,,,17.99,,,19.99,,,,,,,,0,0,0,,0,0,,,,
5005027-1,Gear,Storage,2016,8 stud Bright Purple Storage Brick,,,29.99,,,34.99,,,,,,,,0,0,0,,0,0,,,,
5005031-1,Gear,Storage,2016,8 stud Black Storage Brick,,,29.99,,,34.99,,,,,,,,0,0,0,,0,0,,,,
5005032-1,Gear,Watches/Clocks,2016,Darth Vader Watch,,,19.99,,,17.49,,,,,,,,0,0,0,,0,0,,,,
5005041-1,Gear,Watches/Clocks,2016,Superman Minifigure Link Watch,,,19.99,,,12.49,,,,,,,,0,0,0,,0,0,,,,
5005042-1,Gear,Housewares,2016,NINJAGO Luggage Tag,,,4,,,4.99,,,,,,,,0,0,0,,0,0,,,,
5005043-1,Gear,Housewares,2016,City Luggage Tag,,,4,,,4.99,,,,,,,,0,0,0,,0,0,,,,
5005051-1,Gear,Digital media,2016,LEGO Friends: Girlz 4 Life DVD,,,,19.99,,,,,,,,,,0,0,0,,0,0,,,,
5005057-1,Gear,Video Games/Xbox 360,2016,Marvel Avengers XBOX 360 Video Game,,,,39.99,,,,,,,,,,0,0,0,,0,0,,,,
5005058-1,Gear,Video Games/Wii U,2016,Marvel Avengers Wii U Video Game,,,,39.99,,,,,,,,,,0,0,0,,0,0,,,,
5005059-1,Gear,Video Games/PS3,2016,Marvel Avengers PS3 Video Game,,,,39.99,,,,,,,,,,0,0,0,,0,0,,,,
5005060-1,Gear,Video Games/3DS,2016,Marvel Avengers Nintendo 3DS Video Game,,,,19.99,,,,,,,,,,0,0,0,,0,0,,,,
5005098-1,Gear,Watches/Clocks,2016,Stormtrooper Kid's Watch,,,19.99,,,12.49,,,,,,,,0,0,0,,0,0,,,,
5005099-1,Gear,Watches/Clocks,2016,Batman Buildable Watch,,,19.99,,,12.49,,,,,,,,0,0,0,,0,0,,,,
5005100-1,Gear,Watches/Clocks,2016,Stephanie Watch with Mini-Doll,,,19.99,,,24.99,,,,,,,,0,0,0,,0,0,,,,
5005107-1,Gear,Stationery,2016,LEGO Buildable Ruler,,,12.99,15.99,21.99,16.49,4895028514983,,,,,,,0,0,0,,0,0,,,,
5005108-1,Gear,Stationery,2016,LEGO Erasers (Blue Yellow),,,6.99,5.99,7.99,7.99,4895028515188,,,,,,,0,0,0,,0,0,,,,
5005109-1,Gear,Stationery,2016,LEGO 3 Pack Gel Pen Set,,,10.5,,,13.49,4895028515133,,,,,,,0,0,0,,0,0,,,,
5005110-1,Gear,Stationery,2016,LEGO Brick Pencil Case (Red),,,9.99,9.99,13.99,12.49,4895028515218,,,,,,,0,0,0,,0,0,,,,
5005111-1,Gear,Stationery,2016,LEGO 9 Pack Graphite Pencils,,,8.99,,,10.99,4895028515041,,,,,,,0,0,0,,0,0,,,,
5005112-1,Gear,Stationery,2016,LEGO Pencil Sharpeners,,,6.99,5.99,7.99,7.99,4895028514969,,,,,,,0,0,0,,0,0,,,,
5005113-1,Gear,Watches/Clocks,2016,Aaron Minifigure Alarm Clock,,,,29.99,29.99,,,,,,,,,0,0,0,,0,0,,,,
5005115-1,Gear,Watches/Clocks,2016,Clay Minifigure Alarm Clock,,,,29.99,29.99,,,,,,,,,0,0,0,,0,0,,,,
5005117-1,Gear,Watches/Clocks,2016,Jay Minifigure Alarm Clock,,,,29.99,29.99,,,,,,,,,0,0,0,,0,0,,,,
5005118-1,Gear,Watches/Clocks,2016,Lloyd Minifigure Alarm Clock,,,,29.99,29.99,,,,,,,,,0,0,0,,0,0,,,,
5005121-1,Gear,Watches/Clocks,2016,Kai Minifigure Alarm Clock,,,,29.99,29.99,,,,,,,,,0,0,0,,0,0,,,,
5005134-1,Gear,Posters,2016,Star Wars Episode VII poster ,,,,,,,,,,,,,,0,0,0,,0,0,,,,
5005136-1,Gear,Video Games/PS4,2016,LEGO Star Wars: The Force Awakens Deluxe Edition - PlayStation 4,,,59.99,69.99,69.99,69.99,,,,,,,,0,0,0,,0,0,,,,
5005137-1,Gear,Video Games/Xbox 360,2016,LEGO Star Wars: The Force Awakens - Xbox 360,,,,49.99,49.99,,,,,,,,,0,0,0,,0,0,,,,
5005138-1,Gear,Video Games/XBOX One,2016,LEGO Star Wars: The Force Awakens Deluxe Edition - Xbox One,,,59.99,69.99,69.99,69.99,,,,,,,,0,0,0,,0,0,,,,
5005139-1,Gear,Video Games/PS4,2016,LEGO Star Wars: The Force Awakens - PlayStation 4,,,,69.99,69.99,,,,,,,,,0,0,0,,0,0,,,,
5005140-1,Gear,Video Games/XBOX One,2016,LEGO Star Wars: The Force Awakens - Xbox One,,,,59.99,59.99,,,,,,,,,0,0,0,,0,0,,,,
5005141-1,Gear,Video Games/Wii U,2016,LEGO Star Wars: The Force Awakens - Wii U,,,,49.99,49.99,,,,,,,,,0,0,0,,0,0,,,,
5005144-1,Gear,Stationery,2016,Journal with White Band,,,,19.99,27.99,,4895028515256,,,,,,,0,0,0,,0,0,,,,
5005145-1,Gear,Stationery,2016,Stationery Organizer,,,,39.99,55.99,,4895028515010,,,,,,,0,0,0,,0,0,,,,
5005146-1,Gear,Stationery,2016,9 Pack Gel Pen Set,,,,24.99,34.99,,,,,,,,,0,0,0,,0,0,,,,
5005147-1,Gear,Stationery,2016,9 Pack Marker Set,,,,19.99,27.99,,,,,,,,,0,0,0,,0,0,,,,
5005148-1,Gear,Stationery,2016,9 Pack Colored Pencil with Toppers Pack,,,,12.99,17.99,,4895028515157,,,,,,,0,0,0,,0,0,,,,
5005156-1,Seasonal,Christmas,2016,Gingerbread Man,1,3,3.99,,,4.99,,673419272285,8.2,10.7,4.7,,,0,0,0,,0,0,7.7900,10.9900,,
5005160-1,Gear,Stationery,2016,Stationery Kit,,,,155.91,216.91,,,,,,,,,0,0,0,,0,0,,,,
5005182-1,Gear,Digital Media,2016,LEGO NEXO KNIGHTS Season One DVD,,,,18.99,,,,,,,,,,0,0,0,,0,0,,,,
6139025-1,Mixels,Series 7,2016,LEGO Mixels - Series 7 - Display Box,,566,,,,,,,,,,,,0,0,0,,0,0,159.0000,,,
6139030-1,Mixels,Series 8,2016,LEGO Mixels - Series 8 - Display Box,,588,,,,,,,,,,,,0,0,0,,0,0,142.4500,,,
6139034-9,Mixels,Series 9,2016,LEGO Mixels - Series 9 - Display Box,,575,,,,,,,,,,,,0,0,0,,0,0,,,,
6176782-1,Star Wars,Promotional,2016,Escape the Space Slug,,161,,,,,,,,,,,,0,0,0,,0,0,229.9900,59.9500,,
ARTBIO-1,Books,Miscellaneous,2016,The Art of LEGO BIONICLE,,,,,,,,,,,,,,0,0,0,,0,0,,,,
B0189OU0JY-1,Gear,Digital media,2016,LEGO Star Wars: Droid Tales DVD,,,,19.99,,,,,,,,,,0,0,0,,0,0,,,,
BELLE-1,Disney,Promotional,2016,Belle's Castle,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS016-1,Books,Magazines/Blocks,2016,Blocks magazine issue 16,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS017-1,Books,Magazines/Blocks,2016,Blocks magazine issue 17,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS018-1,Books,Magazines/Blocks,2016,Blocks magazine issue 18,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS019-1,Books,Magazines/Blocks,2016,Blocks magazine issue 19,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS020-1,Books,Magazines/Blocks,2016,Blocks magazine issue 20,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS021-1,Books,Magazines/Blocks,2016,Blocks magazine issue 21,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS022-1,Books,Magazines/Blocks,2016,Blocks magazine issue 22,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS023-1,Books,Magazines/Blocks,2016,Blocks magazine issue 23,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS024-1,Books,Magazines/Blocks,2016,Blocks magazine issue 24,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS025-1,Books,Magazines/Blocks,2016,Blocks magazine issue 25,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS026-1,Books,Magazines/Blocks,2016,Blocks magazine issue 26,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BLOCKS027-1,Books,Magazines/Blocks,2016,Blocks magazine issue 27,,,,,,,,,,,,,,0,0,0,,0,0,,,,
BORDEAUX-1,Promotional,LEGO brand store opening set,2016,"Bordeaux, France, Exclusive Minifigure Pack",,,,,,,,,,,,,,0,0,0,,0,0,90.0000,,,
BRICKJOURNAL038-1,Books,Magazines/BrickJournal,2016,BrickJournal Issue 38,,,,8.95,,,,,,,,,,0,0,0,,0,0,,,,
BRICKJOURNAL039-1,Books,Magazines/BrickJournal,2016,BrickJournal Issue 39,,,,8.95,,,,,,,,,,0,0,0,,0,0,,,,
BRICKJOURNAL040-1,Books,Magazines/BrickJournal,2016,BrickJournal Issue 40,,,,8.95,,,,,,,,,,0,0,0,,0,0,,,,
BRICKJOURNAL041-1,Books,Magazines/BrickJournal,2016,BrickJournal Issue 41,,,,8.95,,,,,,,,,,0,0,0,,0,0,,,,
BRICKJOURNAL042-1,Books,Magazines/BrickJournal,2016,BrickJournal Issue 42,,,,8.95,,,,,,,,,,0,0,0,,0,0,,,,
DCSHDVD3-1,Gear,Digital media,2016,LEGO DC Comics Super Heroes Justice League: Cosmic Clash (Blu-ray + DVD),,,,,,,,,,,,,,0,0,0,,0,0,,,,
DCSHDVD4-1,Gear,Digital media,2016,LEGO DC Comics Super Heroes Justice League: Gotham City Breakout ( Blu-ray + DVD),,,,,,,,,,,,,,0,0,0,,0,0,,,,
GIANTS2016-1,Promotional,Miscellaneous,2016,Lou Seal Buildable Figure,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9780241199312-1,Books,Dorling Kindersley,2016,LEGO DC Super Heroes: Character Encyclopedia ,,7,,18.99,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9780241232347-1,Books,Dorling Kindersley,2016,LEGO NEXO KNIGHTS: The Book of Knights,1,6,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9780241232484-1,Books,Dorling Kindersley,2016,"LEGO NINJAGO: Character Encyclopedia, Updated and Expanded",1,9,,18.99,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9780241232576-1,Books,Dorling Kindersley,2016,LEGO Star Wars: Build Your Own Adventure,,73,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9780241237052-1,Books,Dorling Kindersley,2016,LEGO City: Build Your Own Adventure,,92,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9780473372965-1,Books,CreateSpace,2016,The Complete LEGO Minifigure Catalogue,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9780750967570-1,Books,The History Press,2016,Brick History: Amazing Historical Scenes to Build from LEGO,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781259861833-1,Books,McGraw Hill,2016,"Building with Virtual LEGO: Getting Started with LEGO Digital Designer, LDraw, and Mecabricks",,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781438007540-1,Books,Barron's Educational Series,2016,Brick History: A Brick History of the World in LEGO (US Edition),,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781438008806-1,Books,Barron's Educational Series,2016,Brick Animals: 40 Clever & Creative Ideas to Make from LEGO (US Edition),,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781438008813-1,Books,Barron's Educational Series,2016,Brick Cars: 40 Clever & Creative Ideas to Make from LEGO (US Edition),,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781440246999-1,Books,Krause Publications,2016,The Ultimate Guide to Collectible Minifigures,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781465449672-1,Books,Dorling Kindersley,2016,LEGO Star Wars: Chronicles of the Force,1,3,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781465453020-1,Books,Dorling Kindersley,2016,365 Things to Do with LEGO Bricks,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781530840083-1,Books,CreateSpace/Bartneck,2016,The 2015 LEGO Minifigure Catalog: 1st Edition,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781530886845-1,Books,CreateSpace/Bartneck,2016,The Star Wars LEGO Minifigure Catalog: 5th Edition,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781530919222-1,Books,CreateSpace/Bartneck,2016,The 2014 LEGO Minifigure Catalog: 2nd Edition,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781535193429-1,Books,CreateSpace/Bartneck,2016,The Middle Earth LEGO Minifigure Catalog,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781593277352-1,Books,No Starch Press,2016,Tiny LEGO Wonders: Build 42 Impressive Miniscale Models,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781593277413-1,Books,No Starch Press,2016,The LEGO Animation Book: Make Your Own LEGO Movies!,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781593277604-1,Books,No Starch Press,2016,The Unofficial LEGO Technic Builder's Guide: 2nd Edition,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781593277666-1,Books,No Starch Press,2016,The LEGO Christmas Ornaments Book: 15 Designs to Spread Holiday Cheer,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781593277673-1,Books,No Starch Press,2016,Geeky LEGO Crafts: 21 Fun and Quirky Projects,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781624142819-1,Books,Page Street Publishing,2016,Awesome LEGO Creations with Bricks You Already Have,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781631590795-1,Books,Quarry,2016,Birds from Bricks: Designs That Make LEGO Take Flight,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781783422814-1,Books,Weldon Owen,2016,Brick by Brick: Space,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781784722395-1,Books,Thunder Bay Press,2016,The Greatest LEGO Builds of All Time,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781943328802-1,Books,Graphic Arts Books,2016,Build It! Volume 1,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781943328819-1,Books,Graphic Arts Books,2016,Build It! Volume 2,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781943328826-1,Books,Graphic Arts Books,2016,Build It! Volume 3,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9781943328833-1,Books,Graphic Arts Books,2016,Build It! World Landmarks,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9783864903557-1,Books,Dpunkt,2016,LEGO Trains - concepts and techniques for realistic models,,,,,,,,,,,,,,0,0,0,,0,0,,,,
ISBN9783958433908-1,Books,Heel-Verlag,2016,LEGO Tips for Kids: LEGO Space,,,,,,,,,,,,,,0,0,0,,0,0,,,,
LESTER-1,Promotional,Minifigure,2016,Lester,1,4,,,,,,,,,,,,0,0,0,,0,0,867.9900,,,
NYCC2016-1,DC Super Hero Girls,Promotional,2016,Batgirl,,5,,,,,,,,,,,,0,0,0,,0,0,,,,
PARIS-1,Promotional,LEGO brand store opening set,2016,Paris Forum Des Halles Exclusive Minifigure Pack,,,,,,,,,,,,,,0,0,0,,0,0,128.8000,,,
REDSOX-1,Promotional,Miscellaneous,2016,Red Sox Player,,40,,,,,,,,,,,,0,0,0,,0,0,99.9900,,,
SANFRANCISCO-1,Promotional,LEGO Brand Store Opening Set,2016,San Francisco Exclusive Minifigure Pack,,,,,,,,,,,,,,0,0,0,,0,0,152.0000,,,
SDCC2016-2,DC Comics Super Heroes,Promotional,2016,Atom,1,5,,,,,,,,,,,,0,0,0,,0,0,,,,
SDCC2016-1,Marvel Super Heroes,Promotional,2016,Steve Rogers Captain America,1,4,,,,,,,,,,,,0,0,0,,0,0,,,,
STOCKHOLM-1,Promotional,LEGO Brand Store Opening Set,2016,Stockholm minifigure collection,,,,,,,,,,,,,,0,0,0,,0,0,70.5800,,,
SWDVD-1,Gear,Digital media,2016,LEGO Star Wars: The Freemaker Adventures Complete Season One DVD,,,,,,,,,,,,,,0,0,0,,0,0,,,,
TRUCAPAM-1,Promotional,Miscellaneous,2016,Captain America Mosaic,,,,,,,,,,,,,,0,0,0,,0,0,,,,
TRUCOGSWORTH-1,Disney,Promotional,2016,Cogsworth,,47,,,,,,,,,,,,0,0,0,,0,0,6.6300,9.0000,,
TRUFALCON-1,Star Wars,Promotional,2016,LEGO Star Wars Millennium Falcon,,44,,,,,,,,,,,,0,0,0,,0,0,15.0000,5.0000,,
TRUFRANK-1,Promotional,Miscellaneous,2016,Frankenstein's Monster,,37,,,,,,,,,,,,0,0,0,,0,0,,9.0000,,
TRULUMIERE-1,Disney,Promotional,2016,Lumiere,,23,,,,,,,,,,,,0,0,0,,0,0,8.8400,5.3100,,
TRUNEXO-1,Nexo Knights,Promotional,2016,NEXO KNIGHTS Shield Dock ,,41,,,,,,,,,,,,0,0,0,,0,0,9.9900,10.9700,,
TRUPODIUM-1,Speed Champions,Promotional,2016,Winner's Podium,,40,,,,,,,,,,,,0,0,0,,0,0,10.0000,14.9900,,
VALENTINE-1,Seasonal,Valentine's Day,2016,Valentine's Day Card,,40,,,,,,,,,,,,0,0,0,,0,0,,,,
1149-1,Town,Special,2002,Air Police,,24,,3,,,,,,,,,,0,0,0,,0,0,7.5000,3.8000,,
1359-1,Promotional,LEGOLAND,2002,Audi TT Roadster ,,57,,,,,,,,,,,,0,0,0,,0,0,,,,
1374-1,Studios,Spider-Man,2002,Green Goblin,2,58,4.99,7,,,,673419012478,14.4,14.4,4.8,,,0,0,0,,0,0,152.8000,48.7300,23/04/2002,31/12/2003
1375-1,Studios,Spider-Man,2002,Wrestling Scene,,,14.99,24,,,,,,,,,,0,0,0,,0,0,,,,
1376-1,Studios,Spider-Man,2002,Spider-Man Action Studio,5,248,24.99,30,,,,673419010382,28.8,28.8,6,,,0,0,0,,0,0,130.7800,66.9700,01/04/2002,30/06/2003
1380-1,Studios,Horror,2002,Werewolf Ambush,3,117,7.99,10,,,5702014151963,,19.2,14.4,4.8,,,0,0,0,,0,0,55.1000,29.0200,01/06/2002,31/12/2003
1381-1,Studios,Horror,2002,Vampire's Crypt,4,176,14.99,20,,,5702014151970,673419010436,28.8,19.2,7.2,,,0,0,0,,0,0,110.1300,85.8700,01/06/2002,31/12/2003
1382-1,Studios,Horror,2002,Scary Laboratory,6,493,39.99,50,,,5702014151987,,38.4,28.8,6,,,0,0,0,,0,0,230.0000,95.4600,01/06/2002,31/12/2003
1383-1,Studios,Horror,2002,Curse of the Pharaoh,2,50,2.99,4,,,,673419012492,14.4,9.6,4.8,,,0,0,0,,0,0,32.8100,23.1200,01/06/2002,31/12/2003
1384-1,Explore,Imagination,2002,Bird,,6,,,,,,,,,,,,0,0,0,,0,0,3.4900,,,
1425-1,Alpha Team,Mission Deep Sea,2002,Alpha Team Jet Sub,1,22,,,,,,,,,,,,0,0,0,,0,0,12.5700,,,
1426-1,Alpha Team,Mission Deep Sea,2002,Alpha Team Wing Diver,1,21,,,,,,,,,,,,0,0,0,,0,0,25.0000,,,
1427-1,Alpha Team,Mission Deep Sea,2002,Ogel Underwater Slizer,1,21,,,,,,,,,,,,0,0,0,,0,0,16.2600,,,
1428-1,Sports,Football,2002,Kick 'n' Score,1,23,,,,,,,,,,,,0,0,0,,0,0,16.0000,3.2200,,
1429-1,Sports,Football,2002,Goalkeeper Training,1,23,,,,,,,,,,,,0,0,0,,0,0,16.0000,1.8300,,
1430-1,Sports,Football,2002,Precision Training,1,16,,,,,,,,,,,,0,0,0,,0,0,16.0000,1.3100,,
1435-1,Jack Stone,,2002,Super Glider,1,7,,,,,,,,,,,,0,0,0,,0,0,18.0800,,,
1436-1,Jack Stone,,2002,Ultralight Flyer,1,15,,,,,,,,,,,,0,0,0,,0,0,5.9700,,,
1437-1,Jack Stone,,2002,Turbo Chopper,1,13,,,,,,,,,,,,0,0,0,,0,0,8.2600,,,
1542-1,Gear,Pens,2002,Pen Jack Stone,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1543-1,Gear,Pens,2002,Pen Belville,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1545-3,Gear,Pens,2002,Pen Alpha Team,,,,,,,,042884015459,,,,,,0,0,0,,0,0,2.0000,3.0000,,
1546-2,Gear,Pens,2002,Pen Racers,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1709-1,Gear,Pens,2002,Pen Darth Vader,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1710-2,Gear,Pens,2002,Pen R2-D2,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1711-2,Gear,Pens,2002,Pen C-3PO,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1712-2,Gear,Pens,2002,Pen Anakin Skywalker,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1713-2,Gear,Pens,2002,Pen Jango Fett,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1714-2,Gear,Pens,2002,Pen Clone Trooper,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1715-2,Gear,Pens,2002,Pen Gahlok,,,,10,,,,,,,,,,0,0,0,,0,0,,,,
1716-1,Gear,Pens,2002,Pen Kohrak,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1717-1,Gear,Pens,2002,Pen Lehvak,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1718-1,Gear,Pens,2002,Pen Nuhvok,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1719-1,Gear,Pens,2002,Pen Pahrak,,,,,,,,,,,,,,0,0,0,,0,0,14.1100,,,
1720-2,Gear,Pens,2002,Pen Tahnok,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1727-2,Gear,Pens,2002,Pen Chewbacca,,,,,,,,,,,,,,0,0,0,,0,0,,,,
1728-2,Gear,Pens,2002,Pen Darth Maul,,,,,,,,,,,,,,0,0,0,,0,0,,,,
2033-2,Gear,Pens,2002,Pen Pack Life On Mars,,,,,,,,,,,,,,0,0,0,,0,0,,,,
2035-1,Gear,Pens,2002,Pen Pack Sport,,,,,,,,,,,,,,0,0,0,,0,0,,,,
3278-1,Duplo,Bob the Builder,2002,Wallpaper Wendy,1,9,4.99,5,,,,,,,,,,0,0,0,,0,0,6.9200,2.5100,,
3279-1,Duplo,Bob the Builder,2002,Bob at Work,1,11,4.99,5,,,,,,,,,,0,0,0,,0,0,9.8500,6.4300,,
3281-1,Duplo,Bob the Builder,2002,Naughty Spud,1,9,4.99,5,,,,,,,,,,0,0,0,,0,0,11.0200,4.5100,,
3282-1,Duplo,Bob the Builder,2002,Clock Tower Bob,1,49,22.99,20,,,,,,,,,,0,0,0,,0,0,31.8000,9.5100,,
3283-1,Duplo,Bob the Builder,2002,Dizzy's Birdwatch,3,44,24.99,30,,,,,,,,,,0,0,0,,0,0,65.5200,28.3200,,
3325-1,Explore,Logic,2002,Intelligent Train Deluxe Set,4,90,89.99,100,,,,,,,,,,0,0,0,,0,0,190.7900,107.3300,,
3326-1,Explore,Logic,2002,Intelligent Train Cargo,1,14,24.99,25,,,,,,,,,,0,0,0,,0,0,62.9500,36.0500,,
3327-1,Explore,Logic,2002,Intelligent Train Station,2,26,24.99,25,,,,,,,,,,0,0,0,,0,0,85.8800,116.7200,,
3334-1,Explore,Logic,2002,Intelligent Train Tunnel,,10,12.99,13,,,,,,,,,,0,0,0,,0,0,22.5200,37.5600,,
3335-1,Explore,Logic,2002,Intelligent Train Starter Set,3,25,49.99,50,,,,,,,,,,0,0,0,,0,0,136.8000,57.8400,,
